,assetClass,beta3Yr,cost,date,distYield,dnow,modelOad,numHoldings,optionAdjustedSpread,priceBook,priceEarnings,sharesOutstanding,standardDeviation3Yr,thirtyDaySecYield,ticker,totalNetAssets,twelveMonTrlYld,weightedAvgCoupon,weightedAvgLife,yieldToWorst,link
250,Equity,0.7,0.0048,2019-06-17 00:00:00.000000,0.0161,2019-06-18 10:37:32.663201,,393.0,,1.25,13.05,1950000.0,0.10679999999999999,0.0183,JPXN,112184213.0,0.015300000000000001,,,,https://www.ishares.com/us/products/239831/ishares-japan-largecap-etf
251,Equity,0.75,0.0022,2019-06-17 00:00:00.000000,0.0265,2019-06-18 10:37:35.024285,,405.0,,1.96,14.65,1200000.0,0.10800000000000001,0.0281,IGRO,64196592.0,0.0287,,,,https://www.ishares.com/us/products/283737/ishares-international-dividend-growth-etf-fund
252,Fixed Income,0.0,0.001,2019-06-17 00:00:00.000000,0.0226,2019-06-18 10:37:38.232328,0.38,276.0,35.0,,,5500000.0,0.009899999999999999,0.026000000000000002,IBDC,143355530.0,0.0227,0.0305,0.41,0.0256,https://www.ishares.com/us/products/254553/isharesbond-mar-2020-corporate-term-etf
253,Equity,0.86,0.0109,2019-06-17 00:00:00.000000,0.015600000000000001,2019-06-18 10:37:40.390994,,1.0,,,,150000.0,0.1265,0.0166,DEWJ,3989190.0,0.0167,,,,https://www.ishares.com/us/products/280774/ishares-adaptive-currency-hedged-msci-japan-etf
254,Equity,,0.002,2019-06-17 00:00:00.000000,0.015600000000000001,2019-06-18 10:37:42.758188,,466.0,,1.59,14.97,12900000.0,,0.0287,ESGD,803410043.0,0.025,,,,https://www.ishares.com/us/products/283778/
255,Equity,0.54,0.0025,2019-06-17 00:00:00.000000,0.0146,2019-06-18 10:37:45.248443,,170.0,,2.36,19.02,950000.0,0.1033,0.0286,EUMV,23808428.0,0.027200000000000002,,,,https://www.ishares.com/us/products/264611/ishares-msci-europe-minimum-volatility-etf
256,Fixed Income,-0.09,0.0015,2019-06-17 00:00:00.000000,0.02,2019-06-18 10:37:50.072488,4.5,75.0,,,,61900000.0,0.0285,0.0187,IEI,7746324558.0,0.0207,0.0216,4.78,0.0187,https://www.ishares.com/us/products/239455/ishares-37-year-treasury-bond-etf
257,Fixed Income,-0.03,0.0025,2019-06-17 00:00:00.000000,0.0202,2019-06-18 10:37:54.520831,,901.0,,,,20150000.0,0.035699999999999996,0.016200000000000003,CMF,1215362551.0,0.0213,0.0443,5.83,0.0182,https://www.ishares.com/us/products/239731/ishares-california-amtfree-muni-bond-etf
258,Equity,0.89,0.004699999999999999,2019-06-17 00:00:00.000000,0.009899999999999999,2019-06-18 10:38:01.317965,,46.0,,1.72,16.54,2640000.0,0.1426,0.0226,EWK,46749108.0,0.0254,,,,https://www.ishares.com/us/products/239610/ishares-msci-belgium-capped-etf
259,Equity,0.75,0.004699999999999999,2019-06-17 00:00:00.000000,0.014199999999999999,2019-06-18 10:38:05.840662,,958.0,,1.06,13.72,2000000.0,0.12029999999999999,0.0177,SCJ,135543425.0,0.0138,,,,https://www.ishares.com/us/products/239666/ishares-msci-japan-smallcap-etf
260,Equity,,0.0023,2019-06-17 00:00:00.000000,0.0178,2019-06-18 10:38:07.953115,,471.0,,2.26,18.53,800000.0,,0.0152,SMMD,35422882.0,0.0146,,,,https://www.ishares.com/us/products/288024/ishares-russell-2500-etf-fund
261,Fixed Income,,0.0008,2019-06-17 00:00:00.000000,0.029300000000000003,2019-06-18 10:38:12.254994,4.11,1022.0,80.0,,,1500000.0,,0.0274,IMTB,74716024.0,0.0296,0.0403,5.94,0.0305,https://www.ishares.com/us/products/285539/
262,Equity,0.95,0.010700000000000001,2019-06-17 00:00:00.000000,0.018500000000000003,2019-06-18 10:38:14.463343,,1.0,,,,100000.0,0.14679999999999999,0.0159,HJPX,2690166.0,0.015700000000000002,,,,https://www.ishares.com/us/products/279286/ishares-currency-hedged-jpx-nikkei-400-etf
263,Fixed Income,0.0,0.001,2019-06-17 00:00:00.000000,0.0196,2019-06-18 10:38:17.578185,0.39,159.0,31.0,,,3600000.0,0.0102,0.0255,IBCD,88383114.0,0.0195,0.0301,0.42,0.025099999999999997,https://www.ishares.com/us/products/251476/isharesbond-mar-2020-corporate-exfinancials-term-etf
264,Equity,0.76,0.0109,2019-06-17 00:00:00.000000,0.0095,2019-06-18 10:38:19.788907,,1.0,,,,100000.0,0.1231,0.0322,DEZU,2739397.0,0.03,,,,https://www.ishares.com/us/products/280771/ishares-adaptive-currency-hedged-msci-eurozone-etf
265,Equity,0.73,0.0048,2019-06-17 00:00:00.000000,0.02,2019-06-18 10:38:26.017289,,46.0,,1.3,13.24,89475000.0,0.1434,0.0226,EWH,2209377266.0,0.0268,,,,https://www.ishares.com/us/products/239657/ishares-msci-hong-kong-etf
266,Fixed Income,,0.005,2019-06-17 00:00:00.000000,0.053399999999999996,2019-06-18 10:38:28.214909,3.02,332.0,339.0,,,200000.0,,0.054299999999999994,HYXE,10183499.0,0.0588,0.061799999999999994,3.71,0.0556,https://www.ishares.com/us/products/283857/
267,Equity,0.75,0.0008,2019-06-17 00:00:00.000000,0.0373,2019-06-18 10:38:31.768183,,75.0,,2.97,18.77,76800000.0,0.1042,0.0339,HDV,7168369004.0,0.0348,,,,https://www.ishares.com/us/products/239563/ishares-high-dividend-etf
268,Equity,1.08,0.004699999999999999,2019-06-17 00:00:00.000000,0.013000000000000001,2019-06-18 10:38:36.577158,,198.0,,2.94,16.65,2350000.0,0.1341,0.0166,EXI,208705170.0,0.0199,,,,https://www.ishares.com/us/products/239745/ishares-global-industrials-etf
269,Fixed Income,0.2,0.003,2019-06-17 00:00:00.000000,0.050499999999999996,2019-06-18 10:38:39.523416,1.87,641.0,348.0,,,64700000.0,0.031200000000000002,0.056900000000000006,SHYG,2993892801.0,0.056799999999999996,0.0622,2.17,0.0559,https://www.ishares.com/us/products/258100/ishares-05-year-high-yield-corporate-bond-etf
270,Equity,0.88,0.0048,2019-06-17 00:00:00.000000,0.0281,2019-06-18 10:38:43.092763,,81.0,,0.88,11.21,33500000.0,0.18789999999999998,0.0392,EUFN,589912994.0,0.0611,,,,https://www.ishares.com/us/products/239645/ishares-msci-europe-financials-etf
271,Equity,1.02,0.0025,2019-06-17 00:00:00.000000,0.0222,2019-06-18 10:38:49.004950,,585.0,,1.91,17.38,120350000.0,0.1267,0.0215,IWS,10506828281.0,0.0232,,,,https://www.ishares.com/us/products/239719/ishares-russell-midcap-value-etf
272,Fixed Income,0.0,0.001,2019-06-17 00:00:00.000000,0.0223,2019-06-18 10:38:51.425978,0.14,197.0,21.0,,,31000000.0,0.008100000000000001,0.0248,IBDK,770255107.0,0.0223,0.0281,0.21,0.0248,https://www.ishares.com/us/products/272341/ishares-ibonds-dec-2019-corporate-etf
273,Fixed Income,0.28,0.004,2019-06-17 00:00:00.000000,0.0466,2019-06-18 10:38:55.029458,3.25,1288.0,,,,3600000.0,0.0455,0.0506,GHYG,174637166.0,0.0558,0.056299999999999996,3.89,0.0519,https://www.ishares.com/us/products/239551/ishares-global-high-yield-corporate-bond-etf
274,Fixed Income,0.0,0.0025,2019-06-17 00:00:00.000000,0.0163,2019-06-18 10:38:57.441608,,72.0,,,,3450000.0,0.0049,0.0148,MEAR,172760206.0,0.0151,0.0319,0.71,0.0172,https://www.ishares.com/us/products/272112/ishares-short-maturity-municipal-bond-etf
275,Equity,1.06,0.0059,2019-06-17 00:00:00.000000,0.0215,2019-06-18 10:39:06.011548,,111.0,,1.64,13.07,700000.0,0.17579999999999998,0.0189,EWGS,37340467.0,0.0332,,,,https://www.ishares.com/us/products/239651/ishares-msci-germany-smallcap-etf
276,Fixed Income,-0.04,0.0018,2019-06-17 00:00:00.000000,0.028900000000000002,2019-06-18 10:39:09.921121,2.23,84.0,34.0,,,2550000.0,0.0235,0.0288,GNMA,126942069.0,0.0264,0.0401,4.81,0.0271,https://www.ishares.com/us/products/239461/ishares-gnma-bond-etf
277,Fixed Income,0.02,0.0006,2019-06-17 00:00:00.000000,0.0348,2019-06-18 10:39:14.139306,6.26,1969.0,134.0,,,114150000.0,0.0294,0.0345,IGIB,6401613783.0,0.0365,0.0387,7.27,0.0335,https://www.ishares.com/us/products/239463/ishares-intermediate-credit-bond-etf
278,Equity,0.79,0.0043,2019-06-17 00:00:00.000000,0.0296,2019-06-18 10:39:20.089964,,42.0,,2.74,20.75,13750000.0,0.1475,0.025,IYZ,403396989.0,0.0189,,,,https://www.ishares.com/us/products/239523/ishares-us-telecommunications-etf
279,Equity,0.77,0.004699999999999999,2019-06-17 00:00:00.000000,0.0287,2019-06-18 10:39:26.096958,,67.0,,2.82,19.37,4350000.0,0.1281,0.015,IXP,245314003.0,0.0388,,,,https://www.ishares.com/us/products/239751/ishares-global-telecom-etf
280,Equity,,0.0017000000000000001,2019-06-17 00:00:00.000000,0.012,2019-06-18 10:39:32.923622,,941.0,,2.12,18.0,1550000.0,,0.013600000000000001,ESML,40803235.0,0.0121,,,,https://www.ishares.com/us/products/296644/ishares-esg-msci-usa-small-cap-etf-fund
281,Equity,0.49,0.004699999999999999,2019-06-17 00:00:00.000000,0.0285,2019-06-18 10:39:37.441880,,74.0,,2.11,20.19,64800000.0,0.1001,0.0323,IGF,2938171460.0,0.0311,,,,https://www.ishares.com/us/products/239746/ishares-global-infrastructure-etf
282,Equity,0.39,0.003,2019-06-17 00:00:00.000000,0.012,2019-06-18 10:39:40.179103,,162.0,,1.2,15.29,600000.0,0.086,0.0213,JPMV,38663144.0,0.0139,,,,https://www.ishares.com/us/products/264613/ishares-msci-japan-minimum-volatility-etf
283,Equity,0.7,0.0069,2019-06-17 00:00:00.000000,0.018600000000000002,2019-06-18 10:39:42.680828,,1.0,,,,300000.0,0.09880000000000001,0.0313,DEFA,8271435.0,0.029500000000000002,,,,https://www.ishares.com/us/products/280769/ishares-adaptive-currency-hedged-msci-eafe-etf
284,Equity,0.6,0.0109,2019-06-17 00:00:00.000000,0.0431,2019-06-18 10:39:45.038671,,1.0,,,,500000.0,0.1516,0.038,HEWP,10856919.0,0.0374,,,,https://www.ishares.com/us/products/273753/ishares-currency-hedged-msci-spain-etf
285,Real Estate,0.51,0.0048,2019-06-17 00:00:00.000000,0.0277,2019-06-18 10:39:49.823732,,343.0,,1.01,,3300000.0,0.1066,0.028999999999999998,WPS,124695103.0,0.04190000000000001,,,,https://www.ishares.com/us/products/239734/ishares-international-developed-property-etf
286,Commodity,-0.1,,2019-06-17 00:00:00.000000,,2019-06-18 10:39:54.138585,,,,,,960900000.0,0.1045,,IAU,12333964134.0,,,,,https://www.ishares.com/us/products/239561/ishares-gold-trust-fund
287,Commodity,0.02,,2019-06-17 00:00:00.000000,,2019-06-18 10:39:58.172292,,,,,,340650000.0,0.16570000000000001,,SLV,4714774022.0,,,,,https://www.ishares.com/us/products/239855/ishares-silver-trust-fund
288,Fixed Income,0.0,0.0015,2019-06-17 00:00:00.000000,0.0222,2019-06-18 10:40:03.176309,0.37,49.0,,,,221100000.0,0.0025,0.022400000000000003,SHV,24440162087.0,0.021099999999999997,0.013000000000000001,0.37,0.0217,https://www.ishares.com/us/products/239466/ishares-short-treasury-bond-etf
289,Equity,0.83,0.0043,2019-06-17 00:00:00.000000,0.0254,2019-06-18 10:40:08.164360,,61.0,,1.38,15.33,1550000.0,0.12960000000000002,0.0176,IAK,108498355.0,0.0184,,,,https://www.ishares.com/us/products/239515/ishares-us-insurance-etf
290,Equity,0.76,0.004,2019-06-17 00:00:00.000000,0.0098,2019-06-18 10:40:13.415415,,538.0,,2.89,20.7,48400000.0,0.11289999999999999,0.0158,EFG,3787920586.0,0.0178,,,,https://www.ishares.com/us/products/239622/ishares-msci-eafe-growth-etf
291,Equity,-0.26,0.0039000000000000003,2019-06-17 00:00:00.000000,0.004699999999999999,2019-06-18 10:40:16.851999,,35.0,,1.43,35.13,11300000.0,0.2718,0.005699999999999999,RING,209950148.0,0.0067,,,,https://www.ishares.com/us/products/239654/ishares-msci-global-gold-miners-etf
292,Fixed Income,-0.03,0.0015,2019-06-17 00:00:00.000000,0.022099999999999998,2019-06-18 10:40:22.635549,1.85,77.0,,,,213300000.0,0.0095,0.0192,SHY,18036474626.0,0.0206,0.0208,1.91,0.0191,https://www.ishares.com/us/products/239452/ishares-13-year-treasury-bond-etf
293,Equity,0.7,0.0038,2019-06-17 00:00:00.000000,0.024700000000000003,2019-06-18 10:40:28.847138,,490.0,,1.06,11.42,120400000.0,0.1151,0.0387,EFV,5626064326.0,0.0438,,,,https://www.ishares.com/us/products/239628/ishares-msci-eafe-value-etf
294,Equity,1.04,0.0025,2019-06-17 00:00:00.000000,0.0068000000000000005,2019-06-18 10:40:34.156359,,77.0,,6.44,31.21,5750000.0,0.1309,0.0054,JKE,1083140127.0,0.0069,,,,https://www.ishares.com/us/products/239580/ishares-morningstar-largecap-growth-etf
295,Fixed Income,,0.0018,2019-06-17 00:00:00.000000,0.017,2019-06-18 10:40:36.007033,,713.0,,,,2500000.0,,0.013500000000000002,IBMM,65404685.0,0.0184,0.0489,5.04,0.0147,https://www.ishares.com/us/products/282961/ishares-ibonds-dec-2024-term-muni-bond-etf
296,Equity,1.02,0.0004,2019-06-17 00:00:00.000000,0.0159,2019-06-18 10:40:42.030015,,538.0,,5.15,26.54,105750000.0,0.12279999999999999,0.0147,IUSG,6541525513.0,0.0124,,,,https://www.ishares.com/us/products/239713/ishares-core-sp-us-growth-etf
297,Equity,0.94,0.0043,2019-06-17 00:00:00.000000,0.0,2019-06-18 10:40:47.091993,,56.0,,4.31,40.8,15250000.0,0.1495,0.0039000000000000003,IHI,3578482634.0,0.0023,,,,https://www.ishares.com/us/products/239516/ishares-us-medical-devices-etf
298,Fixed Income,-0.01,0.0006,2019-06-17 00:00:00.000000,0.0265,2019-06-18 10:40:52.665401,2.56,3760.0,63.0,,,53600000.0,0.0139,0.0258,ISTB,2688436319.0,0.0271,0.0291,2.81,0.0256,https://www.ishares.com/us/products/244051/ishares-core-shortterm-us-bond-etf
299,Equity,1.41,0.004699999999999999,2019-06-17 00:00:00.000000,0.0,2019-06-18 10:40:58.701970,,221.0,,4.74,19.67,69950000.0,0.2208,0.0027,IBB,7421969174.0,0.0019,,,,https://www.ishares.com/us/products/239699/ishares-nasdaq-biotechnology-etf
300,Fixed Income,0.01,0.001,2019-06-17 00:00:00.000000,0.027999999999999997,2019-06-18 10:41:01.508144,3.58,465.0,88.0,,,29250000.0,0.0298,0.0282,IBDO,736465490.0,0.0304,0.0346,3.82,0.0274,https://www.ishares.com/us/products/272344/ishares-ibonds-dec-2023-corporate-etf
301,Equity,0.67,0.004699999999999999,2019-06-17 00:00:00.000000,0.019299999999999998,2019-06-18 10:41:05.998878,,30.0,,1.7,17.2,23000000.0,0.1643,0.0209,ICLN,236384272.0,0.0229,,,,https://www.ishares.com/us/products/239738/ishares-global-clean-energy-etf
302,Equity,0.72,0.003,2019-06-17 00:00:00.000000,0.013000000000000001,2019-06-18 10:41:08.688335,,297.0,,2.76,17.19,27000000.0,0.1056,0.025699999999999997,IQLT,787479047.0,0.0245,,,,https://www.ishares.com/us/products/271540/ishares-msci-international-developed-quality-factor-etf
303,Equity,0.68,0.0015,2019-06-17 00:00:00.000000,0.019,2019-06-18 10:41:12.371099,,214.0,,3.41,25.52,459600000.0,0.09269999999999999,0.0212,USMV,28256436769.0,0.018799999999999997,,,,https://www.ishares.com/us/products/239695/ishares-msci-usa-minimum-volatility-etf
304,Fixed Income,,0.0011,2019-06-17 00:00:00.000000,0.0279,2019-06-18 10:41:14.096641,5.34,456.0,45.0,,,1300000.0,,0.0245,EAGG,68699424.0,0.0,0.0322,7.8,0.0262,https://www.ishares.com/us/products/305252/
305,Equity,1.13,0.0015,2019-06-17 00:00:00.000000,0.037599999999999995,2019-06-18 10:41:17.029711,,150.0,,1.55,10.65,40700000.0,0.1387,0.031200000000000002,VLUE,3176933227.0,0.027999999999999997,,,,https://www.ishares.com/us/products/251616/ishares-msci-usa-value-factor-etf
306,Equity,0.75,0.0008,2019-06-17 00:00:00.000000,0.0232,2019-06-18 10:41:21.718202,,2479.0,,1.54,14.86,1051800000.0,0.1112,0.029300000000000003,IEFA,62773535078.0,0.0321,,,,https://www.ishares.com/us/products/244049/ishares-core-msci-eafe-etf
307,Equity,0.77,0.004699999999999999,2019-06-17 00:00:00.000000,0.0223,2019-06-18 10:41:29.525963,,24.0,,1.18,11.25,9000000.0,0.1972,0.0329,EWI,237690409.0,0.043899999999999995,,,,https://www.ishares.com/us/products/239664/ishares-msci-italy-capped-etf
308,Fixed Income,-0.03,0.0025,2019-06-17 00:00:00.000000,0.0217,2019-06-18 10:41:34.900583,,554.0,,,,6650000.0,0.032799999999999996,0.0167,NYF,375748974.0,0.023700000000000002,0.0475,5.18,0.018500000000000003,https://www.ishares.com/us/products/239767/ishares-new-york-amtfree-muni-bond-etf
309,Equity,0.8,0.008199999999999999,2019-06-17 00:00:00.000000,0.0253,2019-06-18 10:41:37.406534,,1.0,,,,850000.0,0.1131,0.025699999999999997,HSCZ,24140935.0,0.023799999999999998,,,,https://www.ishares.com/us/products/273771/ishares-currency-hedged-msci-eafe-small-cap-etf
310,Equity,0.65,0.004699999999999999,2019-06-17 00:00:00.000000,0.0,2019-06-18 10:41:44.961802,,39.0,,2.57,21.34,28500000.0,0.10949999999999999,0.0175,EWL,1039244739.0,0.0225,,,,https://www.ishares.com/us/products/239685/ishares-msci-switzerland-capped-etf
311,Equity,1.0,0.0025,2019-06-17 00:00:00.000000,0.02,2019-06-18 10:41:49.210808,,404.0,,4.04,21.82,13150000.0,0.1184,0.0158,DSI,1413839003.0,0.0163,,,,https://www.ishares.com/us/products/239667/ishares-msci-kld-400-social-etf
312,Fixed Income,,0.0113,2019-06-17 00:00:00.000000,,2019-06-18 10:41:52.306729,,1.0,,,,2400000.0,,,HYGH,211088424.0,,,,,https://www.ishares.com/us/products/264544/ishares-interest-rate-hedged-high-yield-bond-etf
313,Equity,0.76,0.001,2019-06-17 00:00:00.000000,0.0223,2019-06-18 10:41:55.872062,,4206.0,,1.54,13.97,249100000.0,0.1115,0.0277,IXUS,14113775661.0,0.027999999999999997,,,,https://www.ishares.com/us/products/244048/ishares-core-msci-total-international-stock-etf
314,Fixed Income,0.04,0.0006,2019-06-17 00:00:00.000000,0.0337,2019-06-18 10:42:01.663295,7.1,5356.0,126.0,,,59200000.0,0.0374,0.0345,USIG,3321491006.0,0.0347,0.0405,10.32,0.0336,https://www.ishares.com/us/products/239460/ishares-credit-bond-etf
315,Equity,0.99,0.0015,2019-06-17 00:00:00.000000,0.020499999999999997,2019-06-18 10:42:05.557361,,196.0,,3.39,20.49,3550000.0,0.1158,0.0189,IWL,237299734.0,0.018000000000000002,,,,https://www.ishares.com/us/products/239721/ishares-russell-top-200-etf
316,Fixed Income,,0.0025,2019-06-17 00:00:00.000000,0.051399999999999994,2019-06-18 10:42:07.660667,5.56,238.0,390.0,,,3500000.0,,0.060899999999999996,FALN,91222097.0,0.0576,0.0571,8.88,0.0605,https://www.ishares.com/us/products/283855/ishares-fallen-angels-usd-bond-etf-fund
317,Equity,0.84,0.004,2019-06-17 00:00:00.000000,0.0163,2019-06-18 10:42:10.125000,,669.0,,1.41,12.21,2700000.0,0.1291,0.023399999999999997,ISCF,76176928.0,0.0197,,,,https://www.ishares.com/us/products/272823/ishares-msci-international-small-cap-multi-factor-etf
318,Fixed Income,,0.001,2019-06-17 00:00:00.000000,0.0331,2019-06-18 10:42:11.824355,6.75,301.0,130.0,,,6800000.0,,0.0342,IBDS,169884190.0,0.0353,0.0363,7.74,0.0334,https://www.ishares.com/us/products/290315/
319,Equity,0.58,0.0109,2019-06-17 00:00:00.000000,0.0001,2019-06-18 10:42:14.222300,,1.0,,,,250000.0,0.1003,0.0226,HEWL,7301822.0,0.0215,,,,https://www.ishares.com/us/products/273759/ishares-currency-hedged-msci-switzerland-etf
320,Equity,1.19,0.0059,2019-06-17 00:00:00.000000,0.0174,2019-06-18 10:42:17.686575,,392.0,,1.45,10.9,72800000.0,0.1916,0.0154,MCHI,4079858468.0,0.0152,,,,https://www.ishares.com/us/products/239619/ishares-msci-china-etf
321,Equity,0.02,0.0059,2019-06-17 00:00:00.000000,0.0252,2019-06-18 10:42:23.582684,,55.0,,1.99,14.82,200550000.0,0.2993,0.0282,EWZ,8362524580.0,0.0264,,,,https://www.ishares.com/us/products/239612/ishares-msci-brazil-capped-etf
322,Equity,0.76,0.0067,2019-06-17 00:00:00.000000,0.0263,2019-06-18 10:42:28.531237,,1027.0,,1.53,11.72,752400000.0,0.136,0.0184,EEM,30816181093.0,0.0215,,,,https://www.ishares.com/us/products/239637/ishares-msci-emerging-markets-etf
323,Equity,0.49,0.0059,2019-06-17 00:00:00.000000,0.069,2019-06-18 10:42:32.167791,,26.0,,0.85,5.28,16750000.0,0.17800000000000002,0.0462,ERUS,637973416.0,0.0393,,,,https://www.ishares.com/us/products/239677/ishares-msci-russia-capped-etf
324,Equity,0.16,0.0059,2019-06-17 00:00:00.000000,0.0060999999999999995,2019-06-18 10:42:36.222650,,47.0,,1.02,6.12,15700000.0,0.3301,0.0294,TUR,354777594.0,0.0435,,,,https://www.ishares.com/us/products/239689/ishares-msci-turkey-etf
325,Equity,0.87,0.004699999999999999,2019-06-17 00:00:00.000000,0.0,2019-06-18 10:42:43.717483,,65.0,,1.55,13.89,79500000.0,0.1476,0.023700000000000002,EWG,2141184625.0,0.0276,,,,https://www.ishares.com/us/products/239650/ishares-msci-germany-etf
326,Equity,,0.0059,2019-06-17 00:00:00.000000,0.0018,2019-06-18 10:42:45.423406,,26.0,,2.08,12.47,950000.0,,0.0128,AGT,25405157.0,0.009399999999999999,,,,https://www.ishares.com/us/products/287286/ishares-msci-argentina-and-global-exposure-etf-fund
327,Equity,0.7,0.0059,2019-06-17 00:00:00.000000,0.0371,2019-06-18 10:42:51.063654,,47.0,,2.11,11.89,7600000.0,0.2159,0.0235,EZA,395082352.0,0.0365,,,,https://www.ishares.com/us/products/239680/ishares-msci-south-africa-etf
328,Equity,0.58,0.004699999999999999,2019-06-17 00:00:00.000000,0.0159,2019-06-18 10:42:57.097341,,55.0,,1.81,14.68,18300000.0,0.2212,0.018000000000000002,EWW,789791332.0,0.022099999999999998,,,,https://www.ishares.com/us/products/239670/ishares-msci-mexico-capped-etf
329,Equity,0.79,0.0060999999999999995,2019-06-17 00:00:00.000000,0.023399999999999997,2019-06-18 10:42:59.995565,,28.0,,1.31,12.4,1200000.0,0.1949,0.024399999999999998,ICOL,14878409.0,0.0223,,,,https://www.ishares.com/us/products/254562/ishares-msci-colombia-capped-etf
330,Equity,0.61,0.0059,2019-06-17 00:00:00.000000,0.0029,2019-06-18 10:43:04.176750,,33.0,,1.54,15.6,8750000.0,0.2192,0.013000000000000001,ECH,342383070.0,0.0236,,,,https://www.ishares.com/us/products/239618/ishares-msci-chile-capped-etf
331,Equity,1.0,0.0074,2019-06-17 00:00:00.000000,0.0203,2019-06-18 10:43:09.572069,,50.0,,1.3,10.08,129450000.0,0.1685,0.0268,FXI,5234792028.0,0.026099999999999998,,,,https://www.ishares.com/us/products/239536/ishares-china-largecap-etf
332,Equity,0.72,0.0059,2019-06-17 00:00:00.000000,0.03,2019-06-18 10:43:14.999341,,90.0,,1.63,14.13,85000000.0,0.1331,0.0276,EWT,2848725863.0,0.03,,,,https://www.ishares.com/us/products/239686/ishares-msci-taiwan-etf
333,Equity,0.89,0.0059,2019-06-17 00:00:00.000000,0.014199999999999999,2019-06-18 10:43:21.060918,,114.0,,0.94,8.92,75100000.0,0.17559999999999998,0.0144,EWY,4274094282.0,0.014199999999999999,,,,https://www.ishares.com/us/products/239681/ishares-msci-south-korea-capped-etf
